id,station_code,name,latitude,longitude,geom,elevation,province_id,risk_status,is_deleted,deleted_at,created_at,updated_at
12,ST_00012,Trạm quan trắc số 12,21.158702,108.425331,POINT(108.425331 21.158702),38.32,11,NORMAL,false,,2024-06-25 02:05:25,2024-06-25 02:05:25
13,ST_00013,Trạm quan trắc số 13,20.844834,103.287375,POINT(103.287375 20.844834),35.85,5,NORMAL,false,,2024-09-17 06:29:07,2024-09-17 06:29:07
14,ST_00014,Trạm quan trắc số 14,18.886941,107.089898,POINT(107.089898 18.886941),7.60,3,NORMAL,false,,2024-09-03 14:25:35,2024-09-03 14:25:35
15,ST_00015,Trạm quan trắc số 15,16.405270,103.887120,POINT(103.887120 16.405270),46.49,15,NORMAL,false,,2024-04-14 20:05:45,2024-04-14 20:05:45
16,ST_00016,Trạm quan trắc số 16,17.971996,106.165733,POINT(106.165733 17.971996),68.62,13,NORMAL,false,,2024-11-23 07:56:57,2024-11-23 07:56:57
17,ST_00017,Trạm quan trắc số 17,19.984799,103.772051,POINT(103.772051 19.984799),3.69,7,NORMAL,false,,2024-05-02 12:14:07,2024-05-02 12:14:07
18,ST_00018,Trạm quan trắc số 18,12.462565,103.640175,POINT(103.640175 12.462565),94.32,12,NORMAL,false,,2024-12-06 08:20:17,2024-12-06 08:20:17
19,ST_00019,Trạm quan trắc số 19,13.157233,106.884702,POINT(106.884702 13.157233),39.87,11,NORMAL,false,,2024-12-21 04:12:04,2024-12-21 04:12:04
20,ST_00020,Trạm quan trắc số 20,15.291007,104.033625,POINT(104.033625 15.291007),25.04,9,NORMAL,false,,2024-08-06 00:19:48,2024-08-06 00:19:48
21,ST_00021,Trạm quan trắc số 21,12.388576,106.367478,POINT(106.367478 12.388576),89.83,6,NORMAL,false,,2024-06-04 02:40:57,2024-06-04 02:40:57
22,ST_00022,Trạm quan trắc số 22,11.745947,109.382025,POINT(109.382025 11.745947),51.20,13,NORMAL,false,,2024-02-05 07:20:13,2024-02-05 07:20:13
23,ST_00023,Trạm quan trắc số 23,9.197322,102.900439,POINT(102.900439 9.197322),62.93,11,NORMAL,false,,2024-11-03 14:42:53,2024-11-03 14:42:53
24,ST_00024,Trạm quan trắc số 24,14.747968,102.563752,POINT(102.563752 14.747968),38.47,9,NORMAL,false,,2024-06-30 18:32:28,2024-06-30 18:32:28
25,ST_00025,Trạm quan trắc số 25,12.220929,106.138549,POINT(106.138549 12.220929),94.27,12,NORMAL,false,,2024-09-21 04:42:03,2024-09-21 04:42:03
26,ST_00026,Trạm quan trắc số 26,10.195366,108.558956,POINT(108.558956 10.195366),75.21,11,NORMAL,false,,2024-10-25 11:51:33,2024-10-25 11:51:33
27,ST_00027,Trạm quan trắc số 27,13.534597,104.242551,POINT(104.242551 13.534597),16.24,12,NORMAL,false,,2024-01-02 06:14:54,2024-01-02 06:14:54
28,ST_00028,Trạm quan trắc số 28,21.462624,104.022740,POINT(104.022740 21.462624),50.31,9,NORMAL,false,,2024-03-10 09:09:22,2024-03-10 09:09:22
29,ST_00029,Trạm quan trắc số 29,22.006892,108.454786,POINT(108.454786 22.006892),30.20,9,NORMAL,false,,2024-09-05 03:26:27,2024-09-05 03:26:27
30,ST_00030,Trạm quan trắc số 30,17.512759,103.215727,POINT(103.215727 17.512759),76.37,13,NORMAL,false,,2024-07-28 11:22:36,2024-07-28 11:22:36
31,ST_00031,Trạm quan trắc số 31,22.152024,108.805003,POINT(108.805003 22.152024),60.09,1,NORMAL,false,,2024-07-08 18:08:07,2024-07-08 18:08:07
32,ST_00032,Trạm quan trắc số 32,10.155642,104.749760,POINT(104.749760 10.155642),98.54,5,NORMAL,false,,2024-11-09 07:41:10,2024-11-09 07:41:10
33,ST_00033,Trạm quan trắc số 33,12.043894,103.858363,POINT(103.858363 12.043894),56.95,2,NORMAL,false,,2024-01-31 14:04:08,2024-01-31 14:04:08
34,ST_00034,Trạm quan trắc số 34,19.332232,108.056970,POINT(108.056970 19.332232),97.81,13,NORMAL,false,,2024-07-25 21:10:52,2024-07-25 21:10:52
35,ST_00035,Trạm quan trắc số 35,10.361256,106.916181,POINT(106.916181 10.361256),94.71,5,NORMAL,false,,2024-03-05 03:05:41,2024-03-05 03:05:41
36,ST_00036,Trạm quan trắc số 36,16.309572,106.528136,POINT(106.528136 16.309572),96.45,9,NORMAL,false,,2024-12-26 18:06:04,2024-12-26 18:06:04
37,ST_00037,Trạm quan trắc số 37,19.677925,107.136034,POINT(107.136034 19.677925),71.44,11,NORMAL,false,,2024-06-03 22:52:39,2024-06-03 22:52:39
38,ST_00038,Trạm quan trắc số 38,18.118195,105.298131,POINT(105.298131 18.118195),52.00,4,NORMAL,false,,2024-02-16 23:50:27,2024-02-16 23:50:27
39,ST_00039,Trạm quan trắc số 39,11.825521,104.568025,POINT(104.568025 11.825521),59.04,10,NORMAL,false,,2024-03-30 08:49:29,2024-03-30 08:49:29
40,ST_00040,Trạm quan trắc số 40,11.759217,102.618250,POINT(102.618250 11.759217),63.29,2,NORMAL,false,,2024-03-29 21:53:31,2024-03-29 21:53:31
41,ST_00041,Trạm quan trắc số 41,21.900216,108.375338,POINT(108.375338 21.900216),7.55,5,NORMAL,false,,2024-04-02 10:21:50,2024-04-02 10:21:50
42,ST_00042,Trạm quan trắc số 42,18.400871,103.663929,POINT(103.663929 18.400871),13.67,15,NORMAL,false,,2024-12-29 07:37:28,2024-12-29 07:37:28
43,ST_00043,Trạm quan trắc số 43,16.951438,105.550498,POINT(105.550498 16.951438),78.57,7,NORMAL,false,,2024-11-09 14:25:03,2024-11-09 14:25:03
44,ST_00044,Trạm quan trắc số 44,11.318067,102.807595,POINT(102.807595 11.318067),43.39,7,NORMAL,false,,2024-06-13 12:02:20,2024-06-13 12:02:20
45,ST_00045,Trạm quan trắc số 45,15.411965,107.422254,POINT(107.422254 15.411965),67.50,2,NORMAL,false,,2024-09-07 22:49:54,2024-09-07 22:49:54
46,ST_00046,Trạm quan trắc số 46,9.397068,107.415959,POINT(107.415959 9.397068),80.16,4,NORMAL,false,,2024-02-12 10:27:40,2024-02-12 10:27:40
47,ST_00047,Trạm quan trắc số 47,11.335533,106.014886,POINT(106.014886 11.335533),14.45,5,NORMAL,false,,2024-03-12 06:13:56,2024-03-12 06:13:56
48,ST_00048,Trạm quan trắc số 48,15.346895,108.483747,POINT(108.483747 15.346895),8.00,14,NORMAL,false,,2024-11-09 19:18:47,2024-11-09 19:18:47
49,ST_00049,Trạm quan trắc số 49,21.168310,102.814734,POINT(102.814734 21.168310),65.39,14,NORMAL,false,,2024-07-28 22:38:41,2024-07-28 22:38:41
50,ST_00050,Trạm quan trắc số 50,8.718416,102.780818,POINT(102.780818 8.718416),75.48,3,NORMAL,false,,2024-04-01 19:12:59,2024-04-01 19:12:59
51,ST_00051,Trạm quan trắc số 51,14.514928,105.613916,POINT(105.613916 14.514928),86.53,1,NORMAL,false,,2024-12-16 11:22:37,2024-12-16 11:22:37
52,ST_00052,Trạm quan trắc số 52,10.936629,102.115734,POINT(102.115734 10.936629),39.35,13,NORMAL,false,,2024-12-25 19:46:27,2024-12-25 19:46:27
53,ST_00053,Trạm quan trắc số 53,20.119914,104.182319,POINT(104.182319 20.119914),69.81,13,NORMAL,false,,2024-10-10 16:48:10,2024-10-10 16:48:10
54,ST_00054,Trạm quan trắc số 54,16.725371,107.344380,POINT(107.344380 16.725371),15.90,4,NORMAL,false,,2024-04-25 05:31:02,2024-04-25 05:31:02
55,ST_00055,Trạm quan trắc số 55,22.836899,106.328016,POINT(106.328016 22.836899),54.45,6,NORMAL,false,,2024-10-17 11:38:15,2024-10-17 11:38:15
56,ST_00056,Trạm quan trắc số 56,9.346046,106.364496,POINT(106.364496 9.346046),50.53,9,NORMAL,false,,2024-11-27 03:55:31,2024-11-27 03:55:31
57,ST_00057,Trạm quan trắc số 57,10.830004,109.113686,POINT(109.113686 10.830004),8.47,2,NORMAL,false,,2024-03-13 04:00:51,2024-03-13 04:00:51
58,ST_00058,Trạm quan trắc số 58,17.306520,107.029052,POINT(107.029052 17.306520),23.90,15,NORMAL,false,,2024-02-16 13:25:27,2024-02-16 13:25:27
59,ST_00059,Trạm quan trắc số 59,16.931196,106.326109,POINT(106.326109 16.931196),4.45,7,NORMAL,false,,2024-02-01 20:08:26,2024-02-01 20:08:26
60,ST_00060,Trạm quan trắc số 60,18.229123,106.226157,POINT(106.226157 18.229123),31.98,4,NORMAL,false,,2024-04-11 06:30:44,2024-04-11 06:30:44
61,ST_00061,Trạm quan trắc số 61,18.411944,104.393542,POINT(104.393542 18.411944),26.93,11,NORMAL,false,,2024-02-20 19:52:26,2024-02-20 19:52:26
62,ST_00062,Trạm quan trắc số 62,18.053412,105.437739,POINT(105.437739 18.053412),92.94,2,NORMAL,false,,2024-12-29 09:40:32,2024-12-29 09:40:32
63,ST_00063,Trạm quan trắc số 63,8.637869,106.634463,POINT(106.634463 8.637869),56.52,2,NORMAL,false,,2024-02-08 19:53:34,2024-02-08 19:53:34
64,ST_00064,Trạm quan trắc số 64,16.456989,105.792958,POINT(105.792958 16.456989),13.68,15,NORMAL,false,,2024-05-15 12:59:53,2024-05-15 12:59:53
65,ST_00065,Trạm quan trắc số 65,9.518111,103.883276,POINT(103.883276 9.518111),28.86,14,NORMAL,false,,2024-06-19 04:10:34,2024-06-19 04:10:34
66,ST_00066,Trạm quan trắc số 66,16.539626,104.308375,POINT(104.308375 16.539626),98.39,11,NORMAL,false,,2024-11-09 10:43:00,2024-11-09 10:43:00
67,ST_00067,Trạm quan trắc số 67,16.328322,106.975401,POINT(106.975401 16.328322),55.68,11,NORMAL,false,,2024-12-27 20:35:44,2024-12-27 20:35:44
68,ST_00068,Trạm quan trắc số 68,10.033080,108.510327,POINT(108.510327 10.033080),26.81,2,NORMAL,false,,2024-12-11 12:43:24,2024-12-11 12:43:24
69,ST_00069,Trạm quan trắc số 69,19.487767,103.234770,POINT(103.234770 19.487767),28.53,12,NORMAL,false,,2024-03-22 19:12:38,2024-03-22 19:12:38
70,ST_00070,Trạm quan trắc số 70,13.574628,107.118729,POINT(107.118729 13.574628),85.36,8,NORMAL,false,,2024-07-15 06:45:13,2024-07-15 06:45:13
71,ST_00071,Trạm quan trắc số 71,12.216595,108.729561,POINT(108.729561 12.216595),5.55,7,NORMAL,false,,2024-09-03 07:57:34,2024-09-03 07:57:34
72,ST_00072,Trạm quan trắc số 72,20.774352,102.421833,POINT(102.421833 20.774352),33.69,11,NORMAL,false,,2024-02-20 19:19:39,2024-02-20 19:19:39
73,ST_00073,Trạm quan trắc số 73,23.001010,103.279548,POINT(103.279548 23.001010),44.46,7,NORMAL,false,,2024-10-01 01:17:50,2024-10-01 01:17:50
74,ST_00074,Trạm quan trắc số 74,16.801422,102.916679,POINT(102.916679 16.801422),94.53,15,NORMAL,false,,2024-09-25 08:46:10,2024-09-25 08:46:10
75,ST_00075,Trạm quan trắc số 75,10.706003,102.363005,POINT(102.363005 10.706003),37.24,3,NORMAL,false,,2024-08-02 13:54:25,2024-08-02 13:54:25
76,ST_00076,Trạm quan trắc số 76,14.860843,102.405351,POINT(102.405351 14.860843),36.78,13,NORMAL,false,,2024-12-28 09:00:38,2024-12-28 09:00:38
77,ST_00077,Trạm quan trắc số 77,22.888505,102.391233,POINT(102.391233 22.888505),36.10,4,NORMAL,false,,2024-09-21 21:19:20,2024-09-21 21:19:20
78,ST_00078,Trạm quan trắc số 78,18.370614,104.681854,POINT(104.681854 18.370614),56.21,7,NORMAL,false,,2024-12-05 16:54:48,2024-12-05 16:54:48
79,ST_00079,Trạm quan trắc số 79,22.912788,107.571187,POINT(107.571187 22.912788),92.61,14,NORMAL,false,,2024-04-01 22:33:06,2024-04-01 22:33:06
80,ST_00080,Trạm quan trắc số 80,10.905026,107.939175,POINT(107.939175 10.905026),18.12,1,NORMAL,false,,2024-06-09 02:51:44,2024-06-09 02:51:44
81,ST_00081,Trạm quan trắc số 81,11.154538,108.848757,POINT(108.848757 11.154538),78.35,13,NORMAL,false,,2024-06-08 21:26:41,2024-06-08 21:26:41
82,ST_00082,Trạm quan trắc số 82,18.414626,107.465920,POINT(107.465920 18.414626),25.19,13,NORMAL,false,,2024-03-02 19:49:53,2024-03-02 19:49:53
83,ST_00083,Trạm quan trắc số 83,18.878917,104.892555,POINT(104.892555 18.878917),4.35,4,NORMAL,false,,2024-07-01 19:08:56,2024-07-01 19:08:56
84,ST_00084,Trạm quan trắc số 84,11.453678,108.804699,POINT(108.804699 11.453678),35.29,13,NORMAL,false,,2024-11-14 15:57:12,2024-11-14 15:57:12
85,ST_00085,Trạm quan trắc số 85,21.395581,103.727342,POINT(103.727342 21.395581),66.17,6,NORMAL,false,,2024-06-03 17:58:19,2024-06-03 17:58:19
86,ST_00086,Trạm quan trắc số 86,12.623325,102.606772,POINT(102.606772 12.623325),77.45,11,NORMAL,false,,2024-05-16 08:55:08,2024-05-16 08:55:08
87,ST_00087,Trạm quan trắc số 87,16.039204,107.060482,POINT(107.060482 16.039204),84.44,1,NORMAL,false,,2024-05-08 14:32:25,2024-05-08 14:32:25
88,ST_00088,Trạm quan trắc số 88,10.207058,109.183924,POINT(109.183924 10.207058),18.27,1,NORMAL,false,,2024-04-13 02:19:33,2024-04-13 02:19:33
89,ST_00089,Trạm quan trắc số 89,10.104358,105.272315,POINT(105.272315 10.104358),72.99,7,NORMAL,false,,2024-05-01 19:41:04,2024-05-01 19:41:04
90,ST_00090,Trạm quan trắc số 90,17.471891,105.833388,POINT(105.833388 17.471891),38.83,4,NORMAL,false,,2024-08-11 22:11:24,2024-08-11 22:11:24
91,ST_00091,Trạm quan trắc số 91,12.269893,107.274133,POINT(107.274133 12.269893),0.67,13,NORMAL,false,,2024-12-25 10:59:08,2024-12-25 10:59:08
92,ST_00092,Trạm quan trắc số 92,16.469090,107.351839,POINT(107.351839 16.469090),74.32,4,NORMAL,false,,2024-09-17 10:42:38,2024-09-17 10:42:38
93,ST_00093,Trạm quan trắc số 93,13.890478,102.610809,POINT(102.610809 13.890478),66.59,10,NORMAL,false,,2024-05-08 05:41:14,2024-05-08 05:41:14
94,ST_00094,Trạm quan trắc số 94,13.145952,108.290512,POINT(108.290512 13.145952),72.12,9,NORMAL,false,,2024-04-26 15:12:23,2024-04-26 15:12:23
95,ST_00095,Trạm quan trắc số 95,13.077413,105.081268,POINT(105.081268 13.077413),40.54,9,NORMAL,false,,2024-04-24 19:42:22,2024-04-24 19:42:22
96,ST_00096,Trạm quan trắc số 96,10.383859,105.169258,POINT(105.169258 10.383859),94.07,12,NORMAL,false,,2024-09-20 01:03:38,2024-09-20 01:03:38
97,ST_00097,Trạm quan trắc số 97,21.861522,106.593259,POINT(106.593259 21.861522),30.44,14,NORMAL,false,,2024-07-31 19:08:41,2024-07-31 19:08:41
98,ST_00098,Trạm quan trắc số 98,8.506008,104.194470,POINT(104.194470 8.506008),43.27,10,NORMAL,false,,2024-08-13 05:50:59,2024-08-13 05:50:59
99,ST_00099,Trạm quan trắc số 99,18.189643,105.494414,POINT(105.494414 18.189643),44.49,9,NORMAL,false,,2024-03-23 23:50:29,2024-03-23 23:50:29
100,ST_00100,Trạm quan trắc số 100,15.503156,108.678620,POINT(108.678620 15.503156),79.70,11,NORMAL,false,,2024-03-06 21:38:18,2024-03-06 21:38:18
101,ST_00101,Trạm quan trắc số 101,9.754974,105.862800,POINT(105.862800 9.754974),63.48,2,NORMAL,false,,2024-05-10 04:10:51,2024-05-10 04:10:51
102,ST_00102,Trạm quan trắc số 102,20.612667,107.583308,POINT(107.583308 20.612667),67.44,13,NORMAL,false,,2024-03-28 05:48:09,2024-03-28 05:48:09
103,ST_00103,Trạm quan trắc số 103,11.447123,102.278305,POINT(102.278305 11.447123),24.86,10,NORMAL,false,,2024-07-03 12:35:30,2024-07-03 12:35:30
104,ST_00104,Trạm quan trắc số 104,21.076118,102.631646,POINT(102.631646 21.076118),41.74,10,NORMAL,false,,2024-09-01 13:50:19,2024-09-01 13:50:19
105,ST_00105,Trạm quan trắc số 105,11.377642,107.183386,POINT(107.183386 11.377642),49.69,3,NORMAL,false,,2024-04-04 18:05:59,2024-04-04 18:05:59
106,ST_00106,Trạm quan trắc số 106,18.209659,102.140477,POINT(102.140477 18.209659),75.22,15,NORMAL,false,,2024-10-26 01:21:02,2024-10-26 01:21:02
107,ST_00107,Trạm quan trắc số 107,10.077492,105.203567,POINT(105.203567 10.077492),18.00,9,NORMAL,false,,2024-09-27 06:22:04,2024-09-27 06:22:04
108,ST_00108,Trạm quan trắc số 108,15.375338,106.169062,POINT(106.169062 15.375338),91.79,8,NORMAL,false,,2024-02-17 03:08:38,2024-02-17 03:08:38
109,ST_00109,Trạm quan trắc số 109,10.473419,105.491896,POINT(105.491896 10.473419),53.35,10,NORMAL,false,,2024-08-05 01:33:40,2024-08-05 01:33:40
110,ST_00110,Trạm quan trắc số 110,13.196010,107.613325,POINT(107.613325 13.196010),44.54,12,NORMAL,false,,2024-11-12 12:24:40,2024-11-12 12:24:40
111,ST_00111,Trạm quan trắc số 111,21.701900,105.215208,POINT(105.215208 21.701900),90.73,15,NORMAL,false,,2024-06-22 04:12:57,2024-06-22 04:12:57
112,ST_00112,Trạm quan trắc số 112,10.855537,108.388913,POINT(108.388913 10.855537),45.28,4,NORMAL,false,,2024-10-18 23:04:03,2024-10-18 23:04:03
113,ST_00113,Trạm quan trắc số 113,20.929971,104.124373,POINT(104.124373 20.929971),77.88,11,NORMAL,false,,2024-07-07 04:46:17,2024-07-07 04:46:17
114,ST_00114,Trạm quan trắc số 114,12.040839,105.311070,POINT(105.311070 12.040839),71.50,5,NORMAL,false,,2024-04-01 01:38:18,2024-04-01 01:38:18
115,ST_00115,Trạm quan trắc số 115,13.470544,108.619096,POINT(108.619096 13.470544),8.52,4,NORMAL,false,,2024-02-28 13:50:37,2024-02-28 13:50:37
116,ST_00116,Trạm quan trắc số 116,14.168922,103.215478,POINT(103.215478 14.168922),21.79,7,NORMAL,false,,2024-06-10 02:50:56,2024-06-10 02:50:56
117,ST_00117,Trạm quan trắc số 117,13.397045,105.501247,POINT(105.501247 13.397045),6.70,7,NORMAL,false,,2024-11-19 11:06:30,2024-11-19 11:06:30
118,ST_00118,Trạm quan trắc số 118,14.264257,107.719509,POINT(107.719509 14.264257),94.63,14,NORMAL,false,,2024-01-08 14:03:03,2024-01-08 14:03:03
119,ST_00119,Trạm quan trắc số 119,21.533719,106.302540,POINT(106.302540 21.533719),47.96,5,NORMAL,false,,2024-05-16 14:37:46,2024-05-16 14:37:46
120,ST_00120,Trạm quan trắc số 120,19.651432,108.330170,POINT(108.330170 19.651432),95.37,9,NORMAL,false,,2024-06-11 17:33:41,2024-06-11 17:33:41
121,ST_00121,Trạm quan trắc số 121,19.563232,106.086766,POINT(106.086766 19.563232),60.52,8,NORMAL,false,,2024-03-26 15:34:10,2024-03-26 15:34:10
122,ST_00122,Trạm quan trắc số 122,11.747440,105.281603,POINT(105.281603 11.747440),3.39,11,NORMAL,false,,2024-05-10 12:57:15,2024-05-10 12:57:15
123,ST_00123,Trạm quan trắc số 123,18.551300,105.051512,POINT(105.051512 18.551300),16.92,15,NORMAL,false,,2024-06-30 12:23:30,2024-06-30 12:23:30
124,ST_00124,Trạm quan trắc số 124,10.388891,106.642476,POINT(106.642476 10.388891),3.18,10,NORMAL,false,,2024-06-02 00:32:05,2024-06-02 00:32:05
125,ST_00125,Trạm quan trắc số 125,16.853001,102.297845,POINT(102.297845 16.853001),64.45,14,NORMAL,false,,2024-02-22 16:48:39,2024-02-22 16:48:39
126,ST_00126,Trạm quan trắc số 126,15.333137,102.467078,POINT(102.467078 15.333137),38.22,8,NORMAL,false,,2024-03-23 04:49:00,2024-03-23 04:49:00
127,ST_00127,Trạm quan trắc số 127,13.337318,107.656977,POINT(107.656977 13.337318),38.22,14,NORMAL,false,,2024-10-19 01:14:22,2024-10-19 01:14:22
128,ST_00128,Trạm quan trắc số 128,14.739159,108.194850,POINT(108.194850 14.739159),47.30,9,NORMAL,false,,2024-10-17 21:24:43,2024-10-17 21:24:43
129,ST_00129,Trạm quan trắc số 129,9.270867,109.049014,POINT(109.049014 9.270867),22.81,13,NORMAL,false,,2024-01-27 15:34:10,2024-01-27 15:34:10
130,ST_00130,Trạm quan trắc số 130,22.667827,102.393884,POINT(102.393884 22.667827),3.59,4,NORMAL,false,,2024-04-06 00:50:50,2024-04-06 00:50:50
131,ST_00131,Trạm quan trắc số 131,20.920587,106.635750,POINT(106.635750 20.920587),24.24,11,NORMAL,false,,2024-07-02 21:54:32,2024-07-02 21:54:32
132,ST_00132,Trạm quan trắc số 132,10.192964,109.018626,POINT(109.018626 10.192964),46.77,13,NORMAL,false,,2024-04-09 12:21:51,2024-04-09 12:21:51
133,ST_00133,Trạm quan trắc số 133,13.959649,106.523017,POINT(106.523017 13.959649),96.39,2,NORMAL,false,,2024-10-05 23:34:28,2024-10-05 23:34:28
134,ST_00134,Trạm quan trắc số 134,20.011320,103.295490,POINT(103.295490 20.011320),31.45,1,NORMAL,false,,2024-08-12 17:43:57,2024-08-12 17:43:57
135,ST_00135,Trạm quan trắc số 135,22.247530,106.303316,POINT(106.303316 22.247530),90.85,7,NORMAL,false,,2024-05-25 18:06:51,2024-05-25 18:06:51
136,ST_00136,Trạm quan trắc số 136,22.433765,103.547807,POINT(103.547807 22.433765),59.41,11,NORMAL,false,,2024-11-18 13:29:19,2024-11-18 13:29:19
137,ST_00137,Trạm quan trắc số 137,12.094171,107.189509,POINT(107.189509 12.094171),30.51,10,NORMAL,false,,2024-09-22 17:45:23,2024-09-22 17:45:23
138,ST_00138,Trạm quan trắc số 138,20.421814,107.912459,POINT(107.912459 20.421814),56.81,6,NORMAL,false,,2024-01-16 22:47:31,2024-01-16 22:47:31
139,ST_00139,Trạm quan trắc số 139,16.384630,106.929106,POINT(106.929106 16.384630),7.36,6,NORMAL,false,,2024-09-08 11:32:26,2024-09-08 11:32:26
140,ST_00140,Trạm quan trắc số 140,8.687252,105.166429,POINT(105.166429 8.687252),49.28,6,NORMAL,false,,2024-06-17 08:43:51,2024-06-17 08:43:51
141,ST_00141,Trạm quan trắc số 141,17.906660,108.149563,POINT(108.149563 17.906660),70.88,3,NORMAL,false,,2024-06-18 03:02:03,2024-06-18 03:02:03
142,ST_00142,Trạm quan trắc số 142,19.360170,109.147958,POINT(109.147958 19.360170),27.37,15,NORMAL,false,,2024-11-09 20:57:45,2024-11-09 20:57:45
143,ST_00143,Trạm quan trắc số 143,16.464959,105.629532,POINT(105.629532 16.464959),43.84,10,NORMAL,false,,2024-10-10 21:39:29,2024-10-10 21:39:29
144,ST_00144,Trạm quan trắc số 144,12.472254,108.317506,POINT(108.317506 12.472254),83.16,5,NORMAL,false,,2024-02-03 15:45:24,2024-02-03 15:45:24
145,ST_00145,Trạm quan trắc số 145,21.548142,103.880203,POINT(103.880203 21.548142),46.74,11,NORMAL,false,,2024-08-25 00:42:13,2024-08-25 00:42:13
146,ST_00146,Trạm quan trắc số 146,14.109042,102.309510,POINT(102.309510 14.109042),85.17,8,NORMAL,false,,2024-03-11 14:52:13,2024-03-11 14:52:13
147,ST_00147,Trạm quan trắc số 147,11.639374,107.924176,POINT(107.924176 11.639374),34.36,10,NORMAL,false,,2024-12-07 21:10:36,2024-12-07 21:10:36
148,ST_00148,Trạm quan trắc số 148,18.877520,104.116761,POINT(104.116761 18.877520),1.51,2,NORMAL,false,,2024-03-15 04:46:29,2024-03-15 04:46:29
149,ST_00149,Trạm quan trắc số 149,12.072070,105.066925,POINT(105.066925 12.072070),55.74,12,NORMAL,false,,2024-04-03 07:58:53,2024-04-03 07:58:53
150,ST_00150,Trạm quan trắc số 150,15.546178,107.296450,POINT(107.296450 15.546178),45.09,2,NORMAL,false,,2024-01-07 16:43:07,2024-01-07 16:43:07
151,ST_00151,Trạm quan trắc số 151,12.854687,105.052128,POINT(105.052128 12.854687),24.71,10,NORMAL,false,,2024-09-14 20:33:21,2024-09-14 20:33:21
152,ST_00152,Trạm quan trắc số 152,13.961503,106.140353,POINT(106.140353 13.961503),34.70,9,NORMAL,false,,2024-10-16 16:37:19,2024-10-16 16:37:19
153,ST_00153,Trạm quan trắc số 153,13.395711,107.230841,POINT(107.230841 13.395711),27.46,4,NORMAL,false,,2024-04-07 15:15:07,2024-04-07 15:15:07
154,ST_00154,Trạm quan trắc số 154,10.285707,103.505865,POINT(103.505865 10.285707),12.40,13,NORMAL,false,,2024-07-27 02:36:50,2024-07-27 02:36:50
155,ST_00155,Trạm quan trắc số 155,18.714421,103.498249,POINT(103.498249 18.714421),73.99,12,NORMAL,false,,2024-04-17 09:09:47,2024-04-17 09:09:47
156,ST_00156,Trạm quan trắc số 156,17.225886,107.649518,POINT(107.649518 17.225886),59.88,14,NORMAL,false,,2024-02-09 00:58:16,2024-02-09 00:58:16
157,ST_00157,Trạm quan trắc số 157,11.372940,103.760627,POINT(103.760627 11.372940),18.35,12,NORMAL,false,,2024-01-06 11:52:20,2024-01-06 11:52:20
158,ST_00158,Trạm quan trắc số 158,16.405199,104.102473,POINT(104.102473 16.405199),97.44,5,NORMAL,false,,2024-08-02 21:40:45,2024-08-02 21:40:45
159,ST_00159,Trạm quan trắc số 159,18.821777,103.021840,POINT(103.021840 18.821777),86.91,2,NORMAL,false,,2024-07-09 15:19:15,2024-07-09 15:19:15
160,ST_00160,Trạm quan trắc số 160,21.416252,106.290669,POINT(106.290669 21.416252),47.20,6,NORMAL,false,,2024-06-20 01:28:00,2024-06-20 01:28:00
161,ST_00161,Trạm quan trắc số 161,11.228582,102.475050,POINT(102.475050 11.228582),94.14,2,NORMAL,false,,2024-07-04 12:45:31,2024-07-04 12:45:31
